leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,hIzrvEfhsiipkQx-6Jdo0UtIQQPNQ714BXVEt5vjwj0PIxY,Kittisaur,388,319,301,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,hptZzXH09cpwueiYVgd1BUo4dKXyUqhNZJ6oemlsu5M_3qK6,aaee,385,397,325,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,rFgnYgaYu9uj84cHL4Z4s2tz28PFUWsGJh9cSUmMMAoXatY,Teesum,384,588,570,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,ige2Eu-xcl7jFRcI7igeWofFcAiyDKU-tVLtExJtfAos9cA,DoughnutDrew,384,387,365,True,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,ffGswnunGxb9RX3AEnVO0h3W5yCqiXbTyRCm9Jmfc7dDDX4,LoLParnellyx,383,564,540,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,cgRwUZ9tEK0Ln5rWbj136wwBAM5sH3i__-Okqjld9gbUVacy,Riven Player1,380,202,126,True,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,6xXBGqMK8W2g-M4hpWAwbxJ5rfBGCi2cDaeosMcnx8EeZwo,Soda Is My Cat,379,183,158,False,False,False,True
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,M8FqtFKo3chnaf8zyzURgCnmsklRPb-yqreVdjD74wIXg-MP,superpandafan37,378,354,258,False,False,False,False
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,8TUuUhHIoJv5FGtH0DPb4IwYmHIluYcYxgWk0ABRbyIlkCs,goldenglue,378,350,339,False,False,False,True
86095819-693e-3935-a2e9-4529e0736d74,RANKED_SOLO_5x5,GRANDMASTER,I,cW94AYlJ9HnwR07dOfGMESK6i_MhGZR6ZE1rGGp2uAwB2xQ,Skunksmen is dog,378,338,282,False,False,False,False
