,leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,miniSeries
1464,83a6d6d0-16f9-4cfa-822f-2262766120a4,RANKED_SOLO_5x5,DIAMOND,II,jGmb9sfYYmyBHLdRfNqfkWrCMZfQ2l8503pcoDoJAvQQ33Y,BatSoupVsWorld,31,128,81,False,False,False,False,
1465,ca31c2ee-771c-453b-8527-76152d0c15fc,RANKED_SOLO_5x5,DIAMOND,II,zC3_ZYy8SuP5235nmGZX_jdxSb5_hHp0HbTNJ8UgUPYP1_o,Dongeritis,45,355,347,False,False,False,False,
1466,b836d0c4-cf90-4911-8b2c-86614b04161f,RANKED_SOLO_5x5,DIAMOND,II,7k0iUsKVenST2x9c4u_EKtjNpCDhe9Vac8gbm8JF8azdn14,PúrpIe,78,302,303,True,False,False,False,
1467,f2923e8a-239c-47f7-b7ec-666f7d3ea287,RANKED_SOLO_5x5,DIAMOND,II,04ysVshY-ed2AzJSH7N2qLyuzfQLOC--vZGoSJTH1F4GY4w,Murdis,18,60,49,False,False,False,False,
1468,2a5b0a78-bbb6-4d04-a488-561e8a9f2f8d,RANKED_SOLO_5x5,DIAMOND,II,7zWJUR7YsOloDLy29T-0wI3b9dV2MbKPRggjDWLd7pw8swc,to breathe easy,100,51,45,False,False,False,False,"{'target': 2, 'wins': 0, 'losses': 0, 'progress': 'NNN'}"
1469,5cb032ca-5b58-463d-8e70-4a478828a7bd,RANKED_SOLO_5x5,DIAMOND,II,0MiqrqzUSdGs1Yk6aqrgq1zkTaECsC6men7XBv9DCsHaW7M,Drew,0,229,219,False,False,False,False,
1470,c3b06ae2-f594-4d2b-a84b-e417f039cc6e,RANKED_SOLO_5x5,DIAMOND,II,ur8-uLnowTrfrPKMjSLa7CiojCc6i-YRgaAu9laIzBZQkQE,Cendilion,81,145,130,False,False,False,False,
1471,8684d154-d6f8-4481-8223-86235e27a034,RANKED_SOLO_5x5,DIAMOND,II,rM74U0h0N7FzwAzo7_0fYjCZat8quCheV90tlxfijWPTY5Y,Williams,53,660,664,False,False,False,False,
1472,5f120690-86be-44b6-8a46-466e7aef6b15,RANKED_SOLO_5x5,DIAMOND,II,dXQ77WdHB1id05DV8mOX03I1Pci75rz_oZT7EkqafCZ4ltY,Unholy Knight,0,256,198,False,False,False,False,
1473,ed97a75a-494b-4732-a553-a57df0a2d396,RANKED_SOLO_5x5,DIAMOND,II,BF04kJlFnQtZZV25gaC0qBk0XR_Yx85Wg-jinYbw2ttmW2Q,AV01,72,241,210,False,False,False,False,
1474,f2923e8a-239c-47f7-b7ec-666f7d3ea287,RANKED_SOLO_5x5,DIAMOND,II,6SKcpyKyidnDtlyzKlcuWO7pSbxrcVONVQKOQ1R7z3oXsOk,Jathos,0,98,89,False,False,False,False,
1475,426f6d80-b661-4d4c-a85a-436bb493ed97,RANKED_SOLO_5x5,DIAMOND,II,Ts4mYS7wwmpxYJ2kHObOq98CElYccGBv7fI3_EU2US3qwYw,Sulli Nya,47,296,301,False,False,False,False,
