leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,miniSeries
5544ff83-1e3c-44e4-855f-40efa766bbdd,RANKED_SOLO_5x5,IRON,IV,9UfouywfYDf0ebqlQITUcXSCdMJcm3U-mSC5JbD4_iT4yps,Gir1 0n Fire,58,11,18,False,False,False,False,
e5aa6e3f-af85-4097-94b1-6b5e36256b00,RANKED_SOLO_5x5,IRON,IV,f16ia_H8lQRm3e1N9EtPWEhRHnXAHMiEdFizCXV6mo-UtFM,Mael009,93,11,17,False,False,False,False,
55c6fa22-6113-4cb0-b6da-170c9c19c6a9,RANKED_SOLO_5x5,IRON,IV,DZfu6VYW9M1jTPhWIBIfU7JXyZ5-lBLSTmb5_sktnmYOIBo,HarryBarryTerry,28,3,15,False,False,False,False,
ba50c5dd-aaa9-4193-8b32-870ce08e718e,RANKED_SOLO_5x5,IRON,IV,zqgWeX6KlH-p_xR3yb-FmpXC_1ipNa37kt4x4ixkjdEdRMQ,Doctor pigman,93,2,8,False,False,False,False,
f2ea5332-7f10-4909-aba4-ccef281fbc50,RANKED_SOLO_5x5,IRON,IV,tj5gXrrH7Vfiocfse_gQ8Ss2EJeFpUPUL87CHT5pAJ_NcM0,Mr Meeseeks44,75,3,11,False,False,False,False,
2c0d1600-4472-46a0-a0d8-9e6916b7b5e4,RANKED_SOLO_5x5,IRON,IV,Z2qbAgHfUGaztaPDAky7hV498yt_VNdSINFzcWqqlvf9UyY,Chris The Floot,26,10,19,False,False,False,False,
25668673-18fc-44e8-8202-fdb2b321bc76,RANKED_SOLO_5x5,IRON,IV,PRzKcHgJmPXsEEdH7yDSIFGr5vfPQGxgrDa47tqd6pHEB9g,Trackermoon,24,24,29,False,False,False,False,
c551c57c-13af-4161-ac86-c0c91ec535bc,RANKED_SOLO_5x5,IRON,IV,iBIhtO5vuSZ7LZIFVos7JJVJOh5HStuRU08XlGadANr5LsM,Ceasertits,70,86,114,False,False,False,False,
47f3bc68-4019-4539-9b02-e118e63179f8,RANKED_SOLO_5x5,IRON,IV,xLrG6hbP0vdqqKEc0yBPj1_-SDoYBowSVaoze6b5DfY,come in me,19,15,38,False,False,False,False,
dd22c61d-2af7-464d-a733-9df1dc1398cf,RANKED_SOLO_5x5,IRON,IV,P2_DIK7JgURJon8HLeny5FgUmarSE77r3Fx1rCH1rgc-1NU,SwiftCuts,100,7,12,False,False,False,False,"{'target': 2, 'wins': 1, 'losses': 0, 'progress': 'WNN'}"
c9295c19-5c92-4b13-85cc-8b9927a4c21d,RANKED_SOLO_5x5,IRON,IV,x8rj_xdMULZ9vbZwptCF2R-5hyoBy5qwqa8TSsYf5tS-50o,Buzzingaa,73,14,27,False,False,False,False,
7554e0c3-df5e-4af5-8d02-0d1ae09db976,RANKED_SOLO_5x5,IRON,IV,QgPtrTSzJNIxSk_KIGMWJWwEXJBdzwDOQvoLeHHZMOshO-I,Slic Support,84,11,18,False,False,False,False,
211dd321-6667-44c4-93a3-fa8b1414f9bd,RANKED_SOLO_5x5,IRON,IV,ys16qLYorDTaq-NK0VtqWuztRKDmwwdUeeBUzbGDLqe21MI,BIGSLONG1,52,3,11,False,False,False,False,
802f3115-dc11-4cba-a946-576427b314e5,RANKED_SOLO_5x5,IRON,IV,oXdiXKQnF0nlgP2G-MwbJIBwbfRemKsDdB7i7GnwbH3i9c0,EbonyGuy,50,74,104,False,False,False,False,
adf2495e-0466-410e-b292-b5312fee20a5,RANKED_SOLO_5x5,IRON,IV,RIFkLx7ujS-G2xQccpvd8PxGYTlo2QqpN25ijiC84XDOQxs,faelon the great,78,122,144,False,False,False,False,
66b422f7-b219-47c2-aa79-81515fd3aa04,RANKED_SOLO_5x5,IRON,IV,4x3IzbknrvzFuo1tp6PJ0A2cU4n7zLv9yte6wZviezMuUzA,lIIllIl,20,67,99,False,False,False,False,
b4877d4f-b41e-4304-857e-fa8289bdde3b,RANKED_SOLO_5x5,IRON,IV,1lowTbhrvdu1dr8q0eGH6cY6d95wYEHF40i0sF2kQQ2Wvpo,FelonyLaneRage,62,53,77,False,False,False,False,
1f2f7ac0-a825-4fe8-9f07-5a8cfdebf213,RANKED_SOLO_5x5,IRON,IV,W0Y8G9Wf_9kT2lLoVZWhl3eNFYnqDrlBW8TKhQdzDE6KNCA,UhhZaiga,19,2,12,False,False,False,False,
f3a0d296-30f3-4cab-a215-88191fecc5ac,RANKED_SOLO_5x5,IRON,IV,CFpcayEO1uBmIK42HdwgGMbhL2pf6q16229aTL1zLuTS1OM,xXxDarksolxXx,40,7,16,False,False,False,False,
7882230c-4701-4362-ac26-5874e236e8cf,RANKED_SOLO_5x5,IRON,IV,5M6MGXVyb2er05wod8uEgBUylTP9C5UArHgufe0ZClzuWAk,Omeros Estwald,20,198,254,False,False,False,False,
