,championId,championLevel,championPoints,lastPlayTime,championPointsSinceLastLevel,championPointsUntilNextLevel,chestGranted,tokensEarned,summonerId
2065,122,6,135638,1.59953E+12,114038,0,TRUE,3,2d1gKm_ULX_gInOMA_iRi6-ey4lIC_4z_cqVfA3KnHJg7qCP
2066,498,7,157883,1.59073E+12,136283,0,TRUE,0,rmZXxxhQLQMeSheMhuSFrBz7wVYAeJnOlEf7cG6J-G0k2S77
2067,1,4,21570,1.56528E+12,8970,30,FALSE,0,CoIDsEUV4ODWao9YNF0Q5sBrxOmxukkg7l0Jlk9TgVXGXcY
2068,555,7,95602,1.60332E+12,74002,0,TRUE,0,YAvQQcSSmnOFBxgfkMFVCNkns6qI7-tXyMAF8onumstk8O0y
2069,142,6,88571,1.6029E+12,66971,0,TRUE,2,LPLvo96ZK6vEAl3eVeJn0Ve-HUP0THbYGC3-ObGiiji6SHMa
2070,99,7,149416,1.60353E+12,127816,0,TRUE,0,evTL7ECxi5Fs-oCWQFWSiNcz2Vws5_1z8phQVk28Tf20U-U
2071,11,6,56123,1.59605E+12,34523,0,TRUE,3,bVbLf_2YtyIkORQLqPczMh8Zn8NVaNpcQD3PzTPTDs0k45A
2072,164,7,27935,1.60291E+12,6335,0,TRUE,0,286CVilrMdMNvko8kfansxfnYmYdsjSTFXLxXjG_RkhkE011
2073,18,7,60618,1.58742E+12,39018,0,TRUE,0,UFGgm9kNSWkDSc7AJnF6HxRgcXCrvkHih5KD1iPK4nBl4Vc
2074,157,7,138356,1.59768E+12,116756,0,FALSE,0,hpTGSAoRoO5JRHtTWBjbGd1clPiJb7LaR2l1YXdOxQefJ4k
2075,67,7,152972,1.60241E+12,131372,0,TRUE,0,c-tm3QeQmRjyiXL1jDOAktL-9FtnU9zDDOXPt69VTuJ-I358
2076,523,2,4289,1.59514E+12,2489,1711,TRUE,0,Rz7ryhUPcgHsv-rpxgbBUocokZkzzw1PLvDTDnePov-AfVnW
2077,122,6,89341,1.60183E+12,67741,0,TRUE,2,zmt3AcHwNgXu0Tf_qVYduGaZ4lq43s5_SNuKhr4C23X67ek
2078,5,3,9932,1.57664E+12,3932,2668,FALSE,0,eD8QYBjb61so4y-nHB9xoslTtKm4bb7TlYcBtWRm6fIbJs5D
2079,126,5,43154,1.58701E+12,21554,0,TRUE,2,_23kQjKNmzYI9UM2Nfs_eJVdTlTCufpJjao2nhjvD769Ask
2080,267,7,519562,1.6035E+12,497962,0,TRUE,0,uA2hC-B956L_xOxq9_NhcnocHRIw7quvD0btlN0TLjkNRns
2081,22,5,30648,1.60271E+12,9048,0,TRUE,0,oUQ2GjBXGkB1yZvA6Bv4rMiuKSdbW7pz2Mo-ATYS4_45jsp8
2082,875,5,26241,1.59742E+12,4641,0,TRUE,0,fqKemH2IcyRqsJa4w1deas2RZL_trDasYrpGpb6KBaD17Wng
2083,21,5,68181,1.60341E+12,46581,0,TRUE,1,uMK7JlY_-PdA4rUHck3ogpm_PnJSwmhsWkM-Ytwpl9aixZmu
2084,21,3,7622,1.58114E+12,1622,4978,FALSE,0,nB8VsPKk4XhJU0SSkIYoO6yK0qn-NMaqBqmNtYZXMF5CHtwz
2085,74,7,81295,1.60073E+12,59695,0,FALSE,0,6_zHKc-NieoJ5S5Q44NwbS4shGTJJ_KLeD6CUjRpF0pfKTk
2086,157,6,36624,1.58961E+12,15024,0,TRUE,1,aKstl1jUvFzJVw15CU7Bdy1YZWybmfbn62zMO5hqukcHIgU
2087,420,7,168151,1.60333E+12,146551,0,TRUE,0,t0lvLbtRwholoWRLuxGLHszC23eNxtVUYRtS13Emsz_DBt2m
2088,103,7,69977,1.60334E+12,48377,0,TRUE,0,Dk1v5ckr6iML9s68jn3NYJsJHUG3ohbPKlQOBDNuxwtvjiEK
2089,25,7,402429,1.60266E+12,380829,0,TRUE,0,V5fl2Wq_kI33-7_1slEdNciCt1qF1QN5RTTDz8QAHUORN1s
2090,157,7,231573,1.60344E+12,209973,0,TRUE,0,RR1Uqs8vwNJnA9NOlsf2TZT-efh_ZaF2pikiClNFot93ACs
2091,119,2,5793,1.59082E+12,3993,207,TRUE,0,_Kgncjx2u8KxSG9p2W9B--76YoCztCHoyGLbOph3xF7mkGw
2092,157,6,190720,1.60274E+12,169120,0,TRUE,0,0NDb3RZI2oyhinVn6GV3mPKiOuL3OfwpXwos5TVjKVzdiMM
2093,17,7,82663,1.60183E+12,61063,0,TRUE,0,rbw1YcckdYjC-KHvfAPNjGNuL9YnMhcEgh0V5p2IzxIeGjbM
2094,555,7,81432,1.60264E+12,59832,0,TRUE,0,wMTgqDMOI0pD97M8RdxSx78jsjAQXMbBq3r1Np9E9HlAxDA0
2095,50,6,71147,1.60341E+12,49547,0,TRUE,1,GmUb6JorREu5z9pOoNfT6koH5HhpYIMu9GR8EDp1CN8vbjBu
2096,22,3,8227,1.58966E+12,2227,4373,FALSE,0,GdkDaRFklZugvzBugLt8YTwPxRL5eXLmca-u5Sko1h-iPCs
2097,157,7,256587,1.60351E+12,234987,0,TRUE,0,Mw5g8_qpFNpy2br-ePmuNzI2Mnl1wKUmbWJFziUKUvmBMfCv
2098,86,2,3631,1.59935E+12,1831,2369,TRUE,0,bVOuIMZkKHFTbJSfHE2mEesev6ocY3bkJFM6dvK4tAXnucFt
2099,142,6,54566,1.60256E+12,32966,0,TRUE,0,PIz7qQKR5Y0LbSRscn2UACB2QOm0MHGc7n8DzriQKxJ0FJA
2100,157,6,55551,1.60135E+12,33951,0,TRUE,0,2Ukwy-TsTDeHnvXAyRa-Nijvf_Nxg569hE1KAUkCcnPSfYk
2101,107,4,18256,1.59544E+12,5656,3344,TRUE,0,7mdl_66pRGhkSYUKm297un0aqJ3Q8HtjoddcjeAILIFV8p0
2102,82,7,72374,1.6034E+12,50774,0,TRUE,0,CuPMd4sEFNv2SDzvDJROMi1d0tpnPi8DiHQq4hJfwTK2vaw
2103,107,5,158545,1.59072E+12,136945,0,TRUE,2,FDUJUBtwL1xz798KIyJszHf85COq-3wTscS-sbNSyKoveRY
2104,81,2,3430,1.60091E+12,1630,2570,FALSE,0,3FEK1qFSBm8ehSbPQAOotMoDKznCrAD4X7kXmjJ9OIfFXAn-
2105,89,6,133216,1.59484E+12,111616,0,TRUE,3,PFcT4nnkArIZk4l2n7L0rbfZByb9TBleQibalk8dZaKi6Vo
2106,69,3,9158,1.60046E+12,3158,3442,TRUE,0,Wy-4JYzlDBn2cVL6roZpdrswQEYha3_dPvfKVE8G8MdyvsH7
