,championId,championLevel,championPoints,lastPlayTime,championPointsSinceLastLevel,championPointsUntilNextLevel,chestGranted,tokensEarned,summonerId
8485,23,7,170097,1582591433000,148497,0,True,0,oiZNBn45uY377gMnvwCWyXMwcq_aP-Ei9a8q-p7eXlgM6Ms
8486,104,6,109423,1595307273000,87823,0,True,1,gDgaIBoakJ7jsrtghoejoNQBAq-d_njP-k03iaQJifZBpIg
8487,74,6,43106,1603239651000,21506,0,True,0,FqjwvSryIbcQkIPLmwhzkQovCzPflH3-9qqmhzz1bwEAqUA
8488,267,7,140819,1580089544000,119219,0,True,0,__J9pBTRwaBFq960CXxj9A_CymUkUq7dnjjrBgIf9uBUCeQ
8489,17,7,116394,1588553658000,94794,0,True,0,G7cTfcWIhL-bUOK3YTf_E6TSXPqEEjCyOEMoQPS87mj5VLo
8490,13,6,72921,1603512443000,51321,0,True,3,iRO4301zq4MWk2KgVrEqB0yDZ_Z8Yt8T0riAp-IZB6BBSgQ
8491,99,7,832712,1603521206000,811112,0,True,0,8WAszivsdiW5FFiWjMgVMeBFHYRO3k3gD7k04vhAS4R4L18
8492,25,5,27815,1594689514000,6215,0,True,2,F654FG6IaIU-aI9bjmxYL4yGF_WKyDiueKUqZa_XDJ82T_w
8493,40,7,84493,1602303154000,62893,0,True,0,R-pbYlZIm0Xnjz08n7rTikLZLYqNTO4SGn8dfMaJr0ZXAys
8494,145,7,629422,1597433338000,607822,0,True,0,VuJNpEex_HecIbp8mFLTqL8nfOCpk4odTVSk27TKiFUU0Zc
8495,8,5,30612,1587005247000,9012,0,False,1,hrAaCqzP9MSDhJmHbOiEBFfHwjXk-n7APUlp1oyibWa835rm
8496,92,7,87684,1603342047000,66084,0,True,0,AJjY9RJDeDB19S81O7JS8Hvf8p0EbFJvzJAWPPkFwdc9Ya8
8497,107,5,85294,1600051017000,63694,0,True,2,eoFoYtdPwHQC6Wxr57HZFhGEv2TrBxiOX6nq5hOJ42Vpd1Ep
8498,43,7,121347,1597120077000,99747,0,True,0,EC9wXhsdnbD93s9WQ_mRhdG1h6X-K257AQlyB2rxZeaAzWk
8499,122,7,179098,1599520780000,157498,0,True,0,OQID1sCYP_byujgXd1WK40WZMkway2BKo_92__ksBBAzUZ0
8500,12,7,546625,1603322322000,525025,0,True,0,hUPJiDL-79oNu1yskZPAajsOA27xV6JVgJIozs8S6BgfjdA
8501,238,5,26141,1592767507000,4541,0,True,1,Azg-mGNN9PnCVKPw8MylwxTpNV1U-YeR6bAoKUJYR7lmObJX
